"Probe_ID","Probe_Name"
"X04366_at","CALPAIN 1, LARGE"
"X04391_at","CD5 CD5 antigen (p56-62)"
"X04412_at","GSN Gelsolin (amyloidosis, Finnish type)"
"X04500_at","IL1B Interleukin 1, beta"
"X04828_at","GNAI2 Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2"
"X05196_at","Aldolase C gene"
"X05276_at","TPM4 Tropomyosin 4 (fibroblast)"
"X05323_at","OX-2 MEMBRANE GLYCOPROTEIN PRECURSOR"
"X05409_at","ALDH2 Aldehyde dehydrogenase 2, mitochondrial"
"X05908_at","ANX1 Annexin I (lipocortin I)"
"X06256_at","ITGA5 Integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"X06323_at","MITOCHONDRIAL 60S RIBOSOMAL PROTEIN L3"
"X06482_at","GB DEF = Theta 1-globin gene"
"X06614_at","Receptor of retinoic acid"
"X06745_at","DNA polymerase alpha-subunit"
"X06985_at","HMOX1 Heme oxygenase (decycling) 1"
"X07109_at","(clones lambda-hPKC-beta[15,802]) protein kinase C-beta-1 (PRKCB1) mRNA"
"X07290_at","ZINC FINGER PROTEIN HF.12"
"X07315_at","NUCLEAR TRANSPORT FACTOR 2"
"X07743_at","PLECKSTRIN"
"X07767_at","PRKACA Protein kinase, cAMP-dependent, catalytic, alpha"
"X07834_at","SOD2 Superoxide dismutase 2, mitochondrial"
"X07979_at","ITGB1 Integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"X12433_at","PROTEIN PHPS1-2"
"X12447_at","ALDOA Aldolase A"
"X12451_at","CTSL Cathepsin L"
"X12492_at","CCAAT BOX-BINDING TRANSCRIPTION FACTOR 1"
"X12791_at","SRP19 Signal recognition particle 19 kD protein"
"X13238_at","COX6C Cytochrome c oxidase subunit VIc"
"X13293_at","MYBL2 V-myb avian myeloblastosis viral oncogene homolog-like 2"
"X13334_at","CD14 CD14 antigen"
"X13444_at","T-CELL SURFACE GLYCOPROTEIN CD8 BETA.3 CHAIN PRECURSOR"
"X13482_at","U2 SMALL NUCLEAR RIBONUCLEOPROTEIN A'"
"X13546_rna1_at","Put. HMG-17 protein gene extracted from Human HMG-17 gene for non-histone chromosomal protein HMG-17"
"X13794_rna1_at","Lactate dehydrogenase B gene exon 1 and 2 (EC 1.1.1.27) (and joined CDS)"
"X13839_at","LCAT Lecithin-cholesterol acyltransferase"
"X13956_at","9 KD PROTEIN"
"X13967_at","LIF Leukemia inhibitory factor (cholinergic differentiation factor)"
"X13973_at","RNH Ribonuclease/angiogenin inhibitor"
"X14046_at","CD37 CD37 antigen"
"X14329_at","ACBP Arginine carboxypeptidase (carboxypeptidase N)"
"X14448_at","ALPHA-GALACTOSIDASE A PRECURSOR"
"X14675_at","GB DEF = Bcr-abl mRNA 5' fragment (clone 3c)"
"X14787_at","THBS1 Thrombospondin 1"
"X14789_at","CRYAA Crystallin alpha-A"
"X14813_at","ACAA Acetyl-Coenzyme A acyltransferase (peroxisomal 3-oxoacyl-Coenzyme A thiolase)"
"X14850_at","HISTONE H2A.X"
"X14975_at","GB DEF = CD1 R2 gene for MHC-related antigen"
"X15183_at","60S RIBOSOMAL PROTEIN L13"
"X15187_at","TRA1 Homologue of mouse tumor rejection antigen gp96"
"X15357_at","GB DEF = Natriuretic peptide receptor (ANP-A receptor)"
"X15393_rna1_at","Motilin gene exon 2 (and joined CDS)"
"X15414_at","ALDR1 Aldehyde reductase 1 (low Km aldose reductase)"
"X15573_at","PFKL Phosphofructokinase (liver type)"
"X15822_at","COX7A2 Cytochrome c oxidase VIIa subunit (liver specific)"
"X15875_at","CREB1 CAMP responsive element binding protein 1"
"X15880_at","COL6A1 Collagen, type VI, alpha 1"
"X15882_at","COL6A2 Collagen, type VI, alpha 2"
"X15949_at","IRF2 Interferon regulatory factor 2"
"X16316_at","GB DEF = VAV oncogene"
"X16396_at","MTHFD NAD-dependent methylene tetrahydrofolate dehydrogenase cyclohydrolase"
"X16416_at","ABL1 V-abl Abelson murine leukemia viral oncogene homolog 1"
"X16560_at","COX7C Cytochrome c oxidase VIIc subunit"
"X16663_at","HEMATOPOIETIC LINEAGE CELL SPECIFIC PROTEIN"
"X16665_at","HOXB2 Homeo box B2"
"X16667_at","HOXB3 Homeo box B3"
"X16706_at","FOS-RELATED ANTIGEN 2"
"X16832_at","CTSH Cathepsin H"
"X16983_at","ITGA4 Integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
"X17025_at","Homolog of yeast IPP isomerase"
"X17042_at","PRG1 Proteoglycan 1, secretory granule"
"X17094_at","PACE Paired basic amino acid cleaving enzyme (furin, membrane associated receptor protein)"
"X17254_at","GATA1 Transcription factor Eryf1"
"X17620_at","NME1 Non-metastatic cells 1, protein (NM23A) expressed in"
"X17651_at","MYOG Myogenin (myogenic factor 4)"
"X51521_at","VIL2 Villin 2 (ezrin)"
"X51757_at","HSPA6 Heat shock 70kD protein 6 (HSP70B')"
"X51956_rna1_at","ENO2 gene for neuron specific (gamma) enolase"
"X52056_at","SPI1 Spleen focus forming virus (SFFV) proviral integration oncogene spi1"
"X52151_at","ARSA Arylsulfatase A"
"X52192_at","FES Feline sarcoma (Snyder-Theilen) viral (v-fes)/Fujinami avian sarcoma (PRCII) viral (v-fps) oncogene homolog"
"X52425_at","IL4R Interleukin 4 receptor"
"X52479_at","PRKCA Protein kinase C, alpha"
"X52541_at","EGR1 Early growth response protein 1"
"X52638_at","PFKFB1 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
"X52773_at","RXRA Retinoid X receptor, alpha"
"X52882_at","T-COMPLEX PROTEIN 1, ALPHA SUBUNIT"
"X52943_at","TRANSCRIPTION FACTOR ATF-A AND ATF-A-DELTA"
"X52947_at","GJA1 Cardiac gap junction protein"
"X53331_at","MGP Matrix protein gla"
"X53416_at","FLN1 Filamin 1 (actin-binding protein-280)"
"X53586_rna1_at","Integrin alpha 6 (or alpha E) protein gene extracted from Human mRNA for integrin alpha 6"
"X53793_at","MULTIFUNCTIONAL PROTEIN ADE2"
"X53795_at","KAI1 Kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))"
"X53961_at","LTF Lactotransferrin"
"X54232_at","GPC1 Glypican 1"
"X54304_at","Myosin regulatory light chain mRNA"
"X54326_at","MULTIFUNCTIONAL AMINOACYL-TRNA SYNTHETASE"
"X54870_at","NKG2-D TYPE II INTEGRAL MEMBRANE PROTEIN"
"X54938_at","ITPKA Inositol 1,4,5-trisphosphate 3-kinase A"
"X54941_at","CKS1 CDC28 protein kinase 1"
"X54942_at","CKS2 CDC28 protein kinase 2"
"X55079_rna1_at","GAA gene extracted from Human lysosomal alpha-glucosidase gene exon 1"
"X55666_at","Usf mRNA for late upstream transcription factor"
"X55668_at","PRTN3 Proteinase 3 (serine proteinase, neutrophil, Wegener granulomatosis autoantigen)"
"X55733_at","EUKARYOTIC INITIATION FACTOR 4B"
"X55740_at","NT5 5' nucleotidase (CD73)"
"X55885_at","ER LUMEN PROTEIN RETAINING RECEPTOR 1"
"X56199_at","XIST, coding sequence ""a"" mRNA (locus DXS399E)"
"X56253_rna1_at","MPR46 gene for 46kd mannose 6-phosphate receptor"
"X56468_at","14-3-3 PROTEIN TAU"
"X56494_at","PKM2 Pyruvate kinase, muscle"
"X56667_at","CALB2 Calbindin 2, (29kD, calretinin)"
"X57129_at","HISTONE H1D"
"X57206_at","ITPKB Inositol 1,4,5-trisphosphate 3-kinase B"
"X57346_at","YWHAB Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide"
"X57398_at","NME1 Non-metastatic cells 1, protein (NM23A) expressed in"
"X57522_at","TAP1 Transporter 1, ABC (ATP binding cassette)"
"X57766_at","PSG11 Pregnancy-specific beta-1 glycoprotein 11"
"X58255_at","Flg-2 gene for fibroblast growth factor receptor"
"X58288_at","PTPRM Protein tyrosine phosphatase, receptor type, mu polypeptide"
"X58521_at","NUCLEAR PORE GLYCOPROTEIN P62"
"X58529_at","IGHM Immunoglobulin mu"
"X59350_at","CD22 CD22 antigen"
"X59417_at","PROTEASOME IOTA CHAIN"
"X59434_at","TST Thiosulfate sulfurtransferase (rhodanese)"
"X59834_at","GLUL Glutamate-ammonia ligase (glutamine synthase)"
"X59841_at","PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR-3"
"X59871_at","TCF7 Transcription factor 7 (T-cell specific)"
"X59892_at","TRYPTOPHANYL-TRNA SYNTHETASE"
"X60188_at","EXTRACELLULAR SIGNAL-REGULATED KINASE 1"
"X60221_at","ATP5F1 ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1"
"X60483_at","GB DEF = H4/d gene for H4 histone"
"X60486_at","H4/g gene for H4 histone"
"X60592_at","CD40 CD40 antigen"
"X60673_rna1_at","AK3 mRNA for adenylate kinase 3"
"X60708_at","DPP4 Dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)"
"X60957_at","TIE Tyrosine kinase with immunoglobulin and epidermal growth factor homology domains"
"X60992_at","T-CELL DIFFERENTIATION ANTIGEN CD6 PRECURSOR"
"X61072_at","T cell receptor, clone IGRA17"
"X61118_rna1_at","TTG-2a gene extracted from Human TTG-2 mRNA for a cysteine rich protein with LIM motif"
"X61123_at","BTG1 B-cell translocation gene 1, anti-proliferative"
"X61587_at","ARHG Ras homolog gene family, member G (rho G)"
"X61615_at","LIFR Leukemia inhibitory factor receptor"
"X61970_at","PROTEASOME ZETA CHAIN"
"X62025_rna1_at","Rod cG-PDE G gene for 3', 5'-cyclic nucleotide phosphodiesterase"
"X62055_at","PTPN6 Protein tyrosine phosphatase, non-receptor type 6"
"X62078_at","GM2A GM2 ganglioside activator protein"
"X62320_at","GRN Granulin"
"X62466_at","CDW52 CDW52 antigen (CAMPATH-1 antigen)"
"X62535_at","DAGK1 Diacylglycerol kinase, alpha (80kD)"
"X62573_at","FCGR2B Fc fragment of IgG, low affinity IIb, receptor for (CD32)"
"X62654_rna1_at","ME491  gene extracted from H.sapiens gene for Me491/CD63 antigen"
"X62744_at","CLASS II HISTOCOMPATIBILITY ANTIGEN, M ALPHA CHAIN PRECURSOR"
"X63359_at","UDP-GLUCURONOSYLTRANSFERASE 2B10 PRECURSOR, MICROSOMAL"
"X63417_at","GB DEF = IrlB mRNA"
"X63422_at","ATP5D ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
"X63469_at","GTF2E2 General transcription factor TFIIE beta subunit, 34 kD"
"X63563_at","RPS13 RNA polymerase II polypeptide B (140 kD)"
"X63679_at","TRAMP protein"
"X63692_at","DNMT DNA methyltransferase"
"X63753_at","SON SON DNA binding protein"
"X63755_at","High-sulphur keratin"
"X64037_at","GTF2F1 General transcription factor IIF, polypeptide 1 (74kD subunit)"
"X64044_at","SPLICING FACTOR U2AF 65 KD SUBUNIT"
"X64229_at","DEK PROTEIN"
"X64269_at","TCF6L1 Transcription factor 6-like 1 (mitochondrial transcription factor 1-like)"
"X64330_at","ATP-citrate lyase"
"X64364_at","BSG Basigin"
"X64594_at","ERYTHROCYTE PLASMA MEMBRANE 50 KD GLYCOPROTEIN"
"X64838_at","RSN Restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)"
"X65614_at","S100P S100 calcium-binding protein P"
"X65867_at","ADENYLOSUCCINATE LYASE"
"X65873_at","KINESIN HEAVY CHAIN"
"X65977_at","DEFA4 Defensin, alpha 4, corticostatin "
"X66079_at","SPIB Spi-B transcription factor (Spi-1/PU.1 related)"
"X66363_at","SERINE/THREONINE-PROTEIN KINASE PCTAIRE-1"
"X66364_at","mRNA PSSALRE for serine/threonine protein kinase"
"X66365_at","CDK6 Cyclin-dependent kinase 6"
"X66397_at","RPL7A Neurotrophic tyrosine kinase, receptor, type 1"
"X66401_cds1_at","LMP2 gene extracted from H.sapiens genes TAP1, TAP2, LMP2, LMP7 and DOB"
"X66403_at","CHRNE Cholinergic receptor, nicotinic, epsilon polypeptide"
"X66417_at","KAPPA CASEIN PRECURSOR"
"X66436_at","POSSIBLE GTP-BINDING PROTEIN HSR1"
"X66503_at","Adenylosuccinate synthetase mRNA"
"X66533_at","GUANYLATE CYCLASE SOLUBLE, BETA-1 CHAIN"
"X66534_at","GUANYLATE CYCLASE SOLUBLE, ALPHA-3 CHAIN"
"X66839_at","MaTu MN mRNA for p54/58N protein"
"X66867_cds1_at","Max gene extracted from H.sapiens max gene"
"X66899_at","EWSR1 Ewing sarcoma breakpoint region 1"
"X66945_at","FGFR1 Basic fibroblast growth factor (bFGF) receptor (shorter form)"
"X67098_at","RTS beta protein"
"X67155_at","MITOTIC KINESIN-LIKE PROTEIN-1"
"X67325_at","INTERFERON-ALPHA INDUCED 11.5 KD PROTEIN"
"X67594_at","MC1R Melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)"
"X67698_at","Tissue specific mRNA"
"X67951_at","PAGA Proliferation-associated gene A (natural killer-enhancing factor A)"
"X68194_at","Pantophysin [human, keratinocyte line HaCaT, mRNA, 2106 nt]"
"X68277_at","Alpha-tubulin mRNA"
"X68487_at","ADORA2B Adenosine A2b receptor"
"X68560_at","SP3 Sp3 transcription factor"
"X68733_rna1_at","Alpha1-antichymotrypsin, exon 1"
"X68836_at","S-ADENOSYLMETHIONINE SYNTHETASE GAMMA FORM"
"X69111_at","ID3 Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein"
"X69141_at","FARNESYL-DIPHOSPHATE FARNESYLTRANSFERASE"
"X69398_at","CD47 CD47 antigen (Rh-related antigen, integrin-associated signal transducer)"
"X69433_at","IDH2 Isocitrate dehydrogenase 2 (NADP+), mitochondrial"
"X69550_at","Rho GDP-dissociation Inhibitor 1"
"X69699_at","Pax8 mRNA"
"X69819_at","ICAM3 Intercellular adhesion molecule 3"
"X69838_at","G9a"
"X69878_at","FLT4 Fms-related tyrosine kinase 4"
"X69908_rna1_at","P2 gene for c subunit of mitochondrial ATP synthase gene extracted from H.sapiens gene for mitochondrial ATP synthase c subunit (P2 form)"
"X69910_at","P63 mRNA for transmembrane protein"
"X69978_at","ERCC5 DNA excision repair protein ERCC5"
"X70040_at","MST1R Protein-tyrosine kinase RON"
"X70070_at","GB DEF = Neurotensin receptor"
"X70218_at","PPP4C Protein phosphatase 4 (formerly X), catalytic subunit"
"X70297_at","CHRNA7 Cholinergic receptor, nicotinic, alpha polypeptide 7"
"X70394_at","OZF mRNA"
"X70476_at","COATOMER BETA' SUBUNIT"
"X70649_at","Cl.1042 mRNA of DEAD box protein family"
"X70683_at","SOX4 SRY (sex determining region Y)-box 4"
"X70991_at","MADER mRNA"
"X71129_at","ETFB Electron-transfer-flavoprotein, beta polypeptide"
"X71428_at","RNA-BINDING PROTEIN FUS/TLS"
"X71490_at","ATP6E ATPase, H+ transporting, lysosomal (vacuolar proton pump) 31kD"
"X71874_cds1_at","Proteasome-like subunit MECL-1 gene extracted from H.sapiens genes for proteasome-like subunit (MECL-1), chymotrypsin-like protease (CTRL-1) and protein serine kinase (PSK-H1) last exon"
"X71973_at","GPX4 Phospholipid hydroperoxide glutathione peroxidase"
"X72012_at","ENG Endoglin (Osler-Rendu-Weber syndrome 1)"
"X72308_at","MONOCYTE CHEMOTACTIC PROTEIN 3 PRECURSOR"
"X72755_at","Humig mRNA"
"X72790_at","GB DEF = Endogenous retrovirus mRNA for ORF"
"X72841_at","Retinoblastoma-binding protein (RbAp46) mRNA"
"X74008_at","PPP1CC Protein phosphatase 1, catalytic subunit, gamma isoform"
"X74104_at","SSR2 Signal sequence receptor, beta"
"X74262_at","RETINOBLASTOMA BINDING PROTEIN P48"
"X74295_at","ITGA7 Integrin, alpha 7B"
"X74328_rna1_at","CB2 (peripheral) cannabinoid receptor gene extracted from H.sapiens mRNA for CB2 (peripheral) cannabinoid receptor"
"X74570_at","Gal-beta(1-3/1-4)GlcNAc alpha-2.3-sialyltransferase"
"X74764_at","Receptor protein tyrosine kinase"
"X74794_at","CDC21 HOMOLOG"
"X74795_at","CDC46 HOMOLOG"
"X74801_at","T-COMPLEX PROTEIN 1, GAMMA SUBUNIT"
"X74837_at","HUMM9 mRNA"
"X75042_at","REL V-rel avian reticuloendotheliosis viral oncogene homolog"
"X75208_at","HEK2 mRNA for protein tyrosine kinase receptor"
"X75252_at","PBP Prostatic binding protein"
"X75304_at","Golgi antigen gcp372"
"X75315_at","FAU Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived)"
"X75342_at","SHB SHB adaptor protein (a Src homology 2 protein)"
"X75593_at","Rab 13"
"X75861_at","TEGT Testis enhanced gene transcript"
"X75962_at","OX40L RECEPTOR PRECURSOR"
"X76013_at","GLUTAMINYL-TRNA SYNTHETASE"
"X76040_at","HLON ATP-dependent protease mRNA, nuclear gene encoding  mitochondrial protein"
"X76059_at","YRRM1"
"X76104_at","GB DEF = DAP-kinase mRNA"
"X76105_at","DAP-1 mRNA"
"X76302_at","RY-1 mRNA for putative nucleic acid binding protein"
"X76538_at","MPV17 MpV17 transgene, murine homolog, glomerulosclerosis"
"X76648_at","GLRX Glutaredoxin (thioltransferase)"
"X76717_at","MT1L Metallothionein 1L"
"X76732_at","DNA-BINDING PROTEIN NEFA PRECURSOR"
"X77094_at","P40phox"
"X77548_at","CDNA for RFG"
"X77584_at","TXN Thioredoxin"
"X77737_at","Red cell anion exchanger (EPB3, AE1, Band 3) 3' non-coding region"
"X77794_at","Cyclin G1 mRNA"
"X77909_at","IKBL mRNA"
"X78031_at","Alpha(1,3)fucosyltransferase mRNA"
"X78136_at","HnRNP-E2 mRNA"
"X78549_at","Brk mRNA for tyrosine kinase"
"X78627_at","Translin"
"X78706_at","CRAT Carnitine acetyltransferase"
"X78817_at","KIAA0131 gene, partial cds"
"X78924_at","GB DEF = HZF1 mRNA for zinc finger protein"
"X78925_at","ZNF2 Zinc finger protein 2 (A1-5)"
"X78992_at","ERF-2 mRNA"
"X79066_at","GB DEF = ERF-1 mRNA 5' end"
"X79067_at","ERF-1 mRNA 3' end"
"X79353_at","Rab GDI alpha"
"X79439_at","GB DEF = Notch 3 DNA sequence"
"X79536_at","HNRPA1 Heterogeneous nuclear ribonucleoprotein A1"
"X79780_at","YPT3 mRNA"
"X79781_at","GB DEF = Ray mRNA"
"X79865_at","Mrp17 mRNA"
"X79882_at","Lrp mRNA"
"X79981_at","CDH5 Cadherin 5, VE-cadherin (vascular epithelium)"
"X80026_at","B-cam mRNA"
"X80198_at","MLN64 mRNA"
"X80199_at","MLN51 mRNA"
"X80200_at","MLN62 mRNA"
"X80230_at","mRNA (clone C-2k) mRNA for serine/threonine protein kinase"
"X80497_at","PHOSPHORYLASE B KINASE ALPHA REGULATORY CHAIN, LIVER ISOFORM"
"X80692_at","ERK3 protein kinase mRNA"
"X80695_at","RPL27 Ribosomal protein L27"
"X80907_at","GB DEF = P85 beta subunit of phosphatidyl-inositol-3-kinase"
"X80910_at","PPP1CB Protein phosphatase 1, catalytic subunit, beta isoform"
"X80915_rna1_at","Gdf5 gene"
"X80923_at","GB DEF = Nov gene"
"X81003_at","HCG V mRNA"
"X81198_at","COATOMER DELTA SUBUNIT"
"X81817_at","6C6-Ag mRNA"
"X82200_at","Staf50 mRNA"
"X82207_at","BETA-CENTRACTIN"
"X82240_rna1_at","TCL1 gene (T cell leukemia) extracted from H.sapiens mRNA for Tcell leukemia/lymphoma 1"
"X82434_at","EMD Emerin (Emery-Dreifuss muscular dystrophy)"
"X82456_at","MLN50 mRNA"
"X82494_at","FBLN2 Fibulin 2"
"X82554_rna1_at","SPHAR gene for cyclin-related protein"
"X82895_at","DLG2 Homolog 2 of Drosophila large discs"
"X83127_at","K+ channel beta 1a subunit mRNA, alternatively spliced"
"X83218_at","ATP5O ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)"
"X83441_at","DNA ligase IV"
"X83573_at","ARSE mRNA"
"X83928_at","Transcription factor TFIID subunit TAFII28"
"X84373_at","NUCLEAR FACTOR RIP140"
"X84709_at","Mediator of receptor-induced toxicity"
"X85106_at","Ribosomal S6 kinase"
"X85372_at","Sm protein F"
"X85373_at","Sm protein G"
"X85785_rna1_at","DARC gene"
"X85786_at","BINDING REGULATORY FACTOR"
"X86012_at","GB DEF = DNA sequence from intron 22 of the factor VIII gene, Xq28. Contains the end of a 9.5kb repeated region, int22h-1, involved in many cases of haemophilia"
"X86018_at","MUF1 protein"
"X86570_at","Acidic hair keratin 1"
"X86681_at","Nucleolar protein, HNP36"
"X86691_at","218kD Mi-2 protein"
"X86779_at","FAST kinase"
"X86809_at","Major astrocytic phosphoprotein PEA-15"
"X87212_at","CTSC Cathepsin C"
"X87237_at","Processing a-glucosidase I"
"X87241_at","HFat protein"
"X87838_at","CTNNB1 Catenin (cadherin-associated protein), beta 1 (88kD)"
"X87904_at","RPS11 Ribosomal protein S11"
"X89267_at","UROD Uroporphyrinogen decarboxylase"
"X89398_cds2_at","Ung gene (uracil-DNA-glycosylase, UNG2) extracted from H.sapiens ung gene for uracil DNA-glycosylase"
"X89576_at","Putative MT4-MMP protein"
"X89750_at","TGIF protein"
"X89960_at","Mitochondrial capsule selenoprotein"
"X89985_at","BCL7 B cell lymphoma protein 7B"
"X90858_at","Uridine phosphorylase"
"X90872_at","Gp25L2 protein"
"X91247_at","TXNRD1 Thioredoxin reductase"
"X91249_at","WHITE PROTEIN HOMOLOG"
"X91257_at","SERYL-TRNA SYNTHETASE"
"X91504_at","TFCOUP2 Transcription factor COUP 2 (a.k.a. ARP1)"
"X91788_at","Icln protein"
"X91809_at","GAIP protein"
"X92098_at","Transmembrane protein rnp24"
"X92106_at","Bleomycin hydrolase"
"X92396_at","Novel gene in Xq28 region"
"X92720_at","Phosphoenolpyruvate carboxykinase"
"X92744_at","BETA-DEFENSIN 1 PRECURSOR"
"X92762_at","Tafazzins protein"
"X92896_at","ITBA2 protein"
"X92972_at","Protein phosphatase 6"
"X93499_at","RAB7 protein"
"X93512_at","GB DEF = Telomeric DNA binding protein (orf2)"
"X93920_at","Protein-tyrosine-phosphatase (tissue type: foreskin)"
"X93921_at","Protein-tyrosine-phosphatase (tissue type: testis)"
"X93996_rna1_at","AFX protein"
"X94232_at","Novel T-cell activation protein"
"X94910_at","ERp31 protein"
"X95735_at","Zyxin"
"X96381_rna1_at","Erm gene, exon 2,3,4,5 (and joined CDS)"
"X96401_at","GB DEF = ROX protein"
"X96484_at","DGCR6 protein"
"X96584_at","NOV Nephroblastoma overexpressed gene"
"X96586_at","FAN protein"
"X96698_at","D1075-like gene"
"X96719_at","GB DEF = AICL (activation-induced C-type lectin)"
"X96752_at","L-3-hydroxyacyl-CoA dehydrogenase"
"X96849_at","GB DEF = 5' mRNA of PECAM-1 molecule"
"X96924_rna1_at","Gene encoding mitochondrial citrate transport protein"
"X96969_at","Urea transporter"
"X97074_at","EEF2 Eukaryotic translation elongation factor 2"
"X97160_rna1_at","TFE3 transcription factor gene extracted from H.sapiens TFE3 gene, exons 1,2,3 (and joined CDS)"
"X97302_at","GB DEF = Ptg-1 protein"
"X97324_at","GB DEF = Adipophilin"
"X97544_at","TIM17 preprotein translocase"
"X98085_at","TNR Tenascin R (restrictin, janusin)"
"X98172_at","MACH-alpha-2 protein"
"X98248_rna1_at","Sortilin"
"X98260_at","M-phase phosphoprotein, mpp11"
"X98261_at","M-phase phosphoprotein, mpp5"
"X98263_at","M-phase phosphoprotein, mpp6"
"X98411_at","GB DEF = Myosin-IE"
"X98507_at","Myosin-I beta"
"X98743_at","RNA helicase (Myc-regulated dead box protein)"
"X98801_at","Dynactin"
"X99076_rna1_at","NRGN gene, exons 2,3 & 4 (joined CDS)"
"X99140_at","GB DEF = Hair keratin, hHb5"
"X99141_at","GB DEF = Hair keratin, hHb3"
"X99142_at","GB DEF = Hair keratin, hHb6"
"X99209_at","TNNC2 Troponin C2 (fast skeletal)"
"X99325_at","Alpha-tubulin mRNA"
"X99459_at","Sigma 3B protein"
"X99584_at","SMT3A protein"
"X99664_at","Protein containing SH3 domain, SH3GL3"
"X99688_at","mRNA from TYL gene"
"X99699_at","GB DEF = XIAP associated factor-1"
"X99720_rna1_at","TPRC gene"
"X99728_at","GB DEF = NDUFV3 gene, exon 3"
"X99920_at","S100 calcium-binding protein A13"
"Y00062_at","PTPRC Protein tyrosine phosphatase, receptor type, c polypeptide"
"Y00281_at","RPN1 Ribophorin I"
"Y00282_at","RPN2 Ribophorin II"
"Y00433_at","GPX1 Glutathione peroxidase 1"
"Y00486_rna1_at","Adenine phosphoribosyltransferase (aprt) gene extracted from Human APRT gene for adenine phosphoribosyltransferase"
"Y00636_at","CD58 CD58 antigen, (lymphocyte function-associated antigen 3)"
"Y00796_at","ITGAL Integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)"
"Y07604_at","Nucleoside-diphosphate kinase"
"Y07829_xpt4_at","Exon A2 from  H.sapiens gene encoding RING finger protein./ntype=DNA /annot=exon"
"Y07847_at","RRP22 protein"
"Y08134_at","GB DEF = ASM-like phosphodiesterase 3b"
"Y08263_at","AAD14 protein, partial"
"Y08302_at","GB DEF = MAP kinase phosphatase 4"
"Y08409_at","GB DEF = Spot14 gene"
"Y08612_at","RABAPTIN-5 protein"
"Y08614_at","CRM1 protein"
"Y08836_at","GB DEF = HRX-like protein"
"Y08915_at","Alpha 4 protein"
"Y09022_at","Not56-like protein"
"Y09216_at","Protein kinase, Dyrk2"
"Y09443_at","Alkyl-dihydroxyacetonephosphate synthase precursor"
"Y10032_at","Putative serine/threonine protein kinase"
"Y10055_at","GB DEF = Phosphoinositide 3-kinase"
"Y10207_at","GB DEF = CD171 protein"
"Y10209_at","GB DEF = CD30L protein"
"Y10260_at","GB DEF = EYA1A gene"
"Y10376_at","GB DEF = SIRP-beta1"
"Y10871_at","GB DEF = Twist gene"
"Y10936_at","GB DEF = Hypothetical protein downstream of DMPK and DMAHP"
"Y11215_at","SKAP55 protein"
"Y11306_rna1_at","HTcf-4 gene extracted from H.sapiens mRNA for beta catenin/TCF-4"
"Y11681_at","GB DEF = Mitochondrial ribosomal protein S12"
"Y11710_rna1_at","Extracellular matrix protein collagen type XIV, C-terminus"
"Y12670_at","LEPR Leptin receptor"
"Y12856_at","GB DEF = AMP-activated protein kinase alpha-1, partial"
"Y13115_at","GB DEF = Serine/threonine protein kinase SAK"
"Y13247_at","Fb19 mRNA"
"Y13620_at","GB DEF = BCL9 gene"
"Y14140_at","GB DEF = G protein gene encoding beta 3 subunit exon 1 and promoter"
"Z11697_at","CD83 ANTIGEN PRECURSOR"
"Z12830_at","SSR1 Signal sequence receptor, alpha"
"Z14000_at","RING1 Ring finger protein 1"
"Z14244_at","COX7B Cytochrome c oxidase subunit VIIb"
"Z14982_rna1_at","MHC-encoded proteasome subunit gene LAMP7-E1 gene (proteasome subunit LMP7) extracted from H.sapiens gene for major histocompatibility complex encoded proteasome subunit LMP7"
"Z15108_at","PRKCZ Protein kinase C, zeta"
"Z17227_at","CRFB4 Cytokine receptor family II, member 4"
"Z19002_at","ZINC FINGER PROTEIN PLZF"
"Z21488_at","CNTN1 Contactin 1"
"Z21507_at","EEF1D Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)"
"Z22536_at","SERINE/THREONINE-PROTEIN KINASE RECEPTOR R2 PRECURSOR"
"Z22548_at","Thiol-specific antioxidant protein mRNA"
"Z22551_at","Kinectin gene"
"Z22555_at","Encoding CLA-1 mRNA"
"Z23090_at","HSPB1 Heat shock 27kD protein 1"
"Z23115_at","APOPTOSIS REGULATOR BCL-X"
"Z24680_at","Garp gene mRNA"
